,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
3822,<<deSa-Adi>Bs6-saMpattO>K1 <na-satkftam>Tn <<<<priya-vacana>K1-<pAda-prakzAlana>T6-pUjA>Di-Adi>Bs6-rahitam>T3 <<pAtra-pariBava>T6-yuktam>T3,deSa Adi saMpattO na satkftam priya vacana pAda prakzAlana pUjA Adi rahitam pAtra pariBava yuktam,B-C I-C I-C B-C I-C B-C I-C I-C I-C I-C I-C I-C B-C I-C I-C,"0,2 Bs6|0,3 K1|3,5 Tn|5,7 K1|5,10 Di|5,11 Bs6|5,12 T3|7,9 T6|12,14 T6|12,15 T3",<<deSa-Adi>Bahuvrihi-saMpattO>Tatpurusha <na-satkftam>Tatpurusha <<<<priya-vacana>Tatpurusha-<pAda-prakzAlana>Tatpurusha-pUjA>Dvandva-Adi>Bahuvrihi-rahitam>Tatpurusha <<pAtra-pariBava>Tatpurusha-yuktam>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|5,10 Dvandva|5,11 Bahuvrihi|5,12 Tatpurusha|7,9 Tatpurusha|12,14 Tatpurusha|12,15 Tatpurusha"
3823,<OzaDa-svasTa-nirdeSa-kalpanA-roga-yojanAH>Di,OzaDa svasTa nirdeSa kalpanA roga yojanAH,B-C I-C I-C I-C I-C I-C,"0,6 Di",<OzaDa-svasTa-nirdeSa-kalpanA-roga-yojanAH>Dvandva,"0,6 Dvandva"
3824,<<dur-GawanA>Tp-mftyO>T3 <kzamA-dAnaM>T6,dur GawanA mftyO kzamA dAnaM,B-C I-C I-C B-C I-C,"0,2 Tp|0,3 T3|3,5 T6",<<dur-GawanA>Tatpurusha-mftyO>Tatpurusha <kzamA-dAnaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
3825,<<BallAtaka-asTi>T6-<agni-samaM>T3>K2 <tat-mAMsaM>T6,BallAtaka asTi agni samaM tat mAMsaM,B-C I-C I-C I-C B-C I-C,"0,2 T6|0,4 K2|2,4 T3|4,6 T6",<<BallAtaka-asTi>Tatpurusha-<agni-samaM>Tatpurusha>Tatpurusha <tat-mAMsaM>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha"
3826,<yuvan-rAjA>K1 <<damayantI-sOndarya>T6-mohitAH>T3 <yudDa-priyAH>T7 <paraspara-vEraM>T7 <vidarBa-rAjena>T6,yuvan rAjA damayantI sOndarya mohitAH yudDa priyAH paraspara vEraM vidarBa rAjena,B-C I-C B-C I-C I-C B-C I-C B-C I-C B-C I-C,"0,2 K1|2,4 T6|2,5 T3|5,7 T7|7,9 T7|9,11 T6",<yuvan-rAjA>Tatpurusha <<damayantI-sOndarya>Tatpurusha-mohitAH>Tatpurusha <yudDa-priyAH>Tatpurusha <paraspara-vEraM>Tatpurusha <vidarBa-rAjena>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha|7,9 Tatpurusha|9,11 Tatpurusha"
3827,<<<<<<<na-mAnitva>Tn-Adi>Bs6-tattva>K1-jYAna>T6-arTa>T6-darSana>T6-antam>T6 <jYAna-arTatvAt>T6,na mAnitva Adi tattva jYAna arTa darSana antam jYAna arTatvAt,B-C I-C I-C I-C I-C I-C I-C I-C B-C I-C,"0,2 Tn|0,3 Bs6|0,4 K1|0,5 T6|0,6 T6|0,7 T6|0,8 T6|8,10 T6",<<<<<<<na-mAnitva>Tatpurusha-Adi>Bahuvrihi-tattva>Tatpurusha-jYAna>Tatpurusha-arTa>Tatpurusha-darSana>Tatpurusha-antam>Tatpurusha <jYAna-arTatvAt>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|0,4 Tatpurusha|0,5 Tatpurusha|0,6 Tatpurusha|0,7 Tatpurusha|0,8 Tatpurusha|8,10 Tatpurusha"
3828,<<saMyogatva-samavAyatva>Di-AdinA>Bs6,saMyogatva samavAyatva AdinA,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<saMyogatva-samavAyatva>Dvandva-AdinA>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
3829,<<<vAcya-vAcaka>Di-BAva>T6-AKyasya>Bs6 <atirikta-saMbanDasya>K1 <Saktitva-aBAve>T6,vAcya vAcaka BAva AKyasya atirikta saMbanDasya Saktitva aBAve,B-C I-C I-C I-C B-C I-C B-C I-C,"0,2 Di|0,3 T6|0,4 Bs6|4,6 K1|6,8 T6",<<<vAcya-vAcaka>Dvandva-BAva>Tatpurusha-AKyasya>Bahuvrihi <atirikta-saMbanDasya>Tatpurusha <Saktitva-aBAve>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Bahuvrihi|4,6 Tatpurusha|6,8 Tatpurusha"
3830,<<<sarva-<SarIra-DAtu>T6>K1-vyUha>T6-karaH>U,sarva SarIra DAtu vyUha karaH,B-C I-C I-C I-C I-C,"0,3 K1|0,4 T6|0,5 U|1,3 T6",<<<sarva-<SarIra-DAtu>Tatpurusha>Tatpurusha-vyUha>Tatpurusha-karaH>Tatpurusha,"0,3 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|1,3 Tatpurusha"
3831,<<<praTamA-anta>Bv-pada>K1-<na-upasTApye>Tn>T3 <<saMKyA-anvaya>T6-boDaH>T6,praTamA anta pada na upasTApye saMKyA anvaya boDaH,B-C I-C I-C I-C I-C B-C I-C I-C,"0,2 Bv|0,3 K1|0,5 T3|3,5 Tn|5,7 T6|5,8 T6",<<<praTamA-anta>Bahuvrihi-pada>Tatpurusha-<na-upasTApye>Tatpurusha>Tatpurusha <<saMKyA-anvaya>Tatpurusha-boDaH>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|0,5 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha"
3832,<<nyAya-BAzya>T6-kAraH>U <paYcama-aDyAye>K1 <<na-saMbadDa>Tn-<arTa-antaram>Tm>K1,nyAya BAzya kAraH paYcama aDyAye na saMbadDa arTa antaram,B-C I-C I-C B-C I-C B-C I-C I-C I-C,"0,2 T6|0,3 U|3,5 K1|5,7 Tn|5,9 K1|7,9 Tm",<<nyAya-BAzya>Tatpurusha-kAraH>Tatpurusha <paYcama-aDyAye>Tatpurusha <<na-saMbadDa>Tatpurusha-<arTa-antaram>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha|5,9 Tatpurusha|7,9 Tatpurusha"
3833,<karman-saMnyAsaH>T6 <tad-pratikUlaH>T6 <<karman-anuzWAna>T6>Bs6 <karman-yogaH>K6,karman saMnyAsaH tad pratikUlaH karman anuzWAna karman yogaH,B-C I-C B-C I-C B-C I-C B-C I-C,"0,2 T6|2,4 T6|4,6 Bs6|4,6 T6|6,8 K6",<karman-saMnyAsaH>Tatpurusha <tad-pratikUlaH>Tatpurusha <<karman-anuzWAna>Tatpurusha>Bahuvrihi <karman-yogaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Bahuvrihi|4,6 Tatpurusha|6,8 Tatpurusha"
3834,<AKyAta-arTa>T6 <<<AKyAta-arTa>T6-kfti>K1-anvayI>T7,AKyAta arTa AKyAta arTa kfti anvayI,B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 T6|2,5 K1|2,6 T7",<AKyAta-arTa>Tatpurusha <<<AKyAta-arTa>Tatpurusha-kfti>Tatpurusha-anvayI>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha"
3835,<sam-Agamizyati>Tp <<pUrva-ukta>T7-mUlye>K1,sam Agamizyati pUrva ukta mUlye,B-C I-C B-C I-C I-C,"0,2 Tp|2,4 T7|2,5 K1",<sam-Agamizyati>Tatpurusha <<pUrva-ukta>Tatpurusha-mUlye>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
3836,<pra-dattA>Tp <<sarva-arTa>K1-sADikA>U,pra dattA sarva arTa sADikA,B-C I-C B-C I-C I-C,"0,2 Tp|2,4 K1|2,5 U",<pra-dattA>Tatpurusha <<sarva-arTa>Tatpurusha-sADikA>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
3837,<<sOvarRa-kAnta>T6-tara-<kandara-kUwa-kuYjam>Di>Bs7,sOvarRa kAnta tara kandara kUwa kuYjam,B-C I-C I-C I-C I-C I-C,"0,2 T6|0,6 Bs7|3,6 Di",<<sOvarRa-kAnta>Tatpurusha-tara-<kandara-kUwa-kuYjam>Dvandva>Bahuvrihi,"0,2 Tatpurusha|0,6 Bahuvrihi|3,6 Dvandva"
3838,<<<paYcanada-prAntIya>T6-<parvata-paramparA>T6>K1-pfzWe>T6 <maDyaeSiyA-pradeSasya>K7 <viSAla-vistftA>K3 <maru-BUmiH>T6,paYcanada prAntIya parvata paramparA pfzWe maDyaeSiyA pradeSasya viSAla vistftA maru BUmiH,B-C I-C I-C I-C I-C B-C I-C B-C I-C B-C I-C,"0,2 T6|0,4 K1|0,5 T6|2,4 T6|5,7 K7|7,9 K3|9,11 T6",<<<paYcanada-prAntIya>Tatpurusha-<parvata-paramparA>Tatpurusha>Tatpurusha-pfzWe>Tatpurusha <maDyaeSiyA-pradeSasya>Tatpurusha <viSAla-vistftA>Tatpurusha <maru-BUmiH>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|2,4 Tatpurusha|5,7 Tatpurusha|7,9 Tatpurusha|9,11 Tatpurusha"
3839,<<kuRqina-nagara>K7-parisaraM>T6,kuRqina nagara parisaraM,B-C I-C I-C,"0,2 K7|0,3 T6",<<kuRqina-nagara>Tatpurusha-parisaraM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3840,<<<tAdfSa-kriyA>T6-kartf>T6-tva-anvitasya>T3 <nAman-arTasya>T6 <darSana-kriyAyAm>K7,tAdfSa kriyA kartf tva anvitasya nAman arTasya darSana kriyAyAm,B-C I-C I-C I-C I-C B-C I-C B-C I-C,"0,2 T6|0,3 T6|0,5 T3|5,7 T6|7,9 K7",<<<tAdfSa-kriyA>Tatpurusha-kartf>Tatpurusha-tva-anvitasya>Tatpurusha <nAman-arTasya>Tatpurusha <darSana-kriyAyAm>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,5 Tatpurusha|5,7 Tatpurusha|7,9 Tatpurusha"
3841,<<deha-sTiti>T6-kAraRasya>T6 <na-lABe>Tn <utpanna-<alam-pratyayaH>K7>Bs6,deha sTiti kAraRasya na lABe utpanna alam pratyayaH,B-C I-C I-C B-C I-C B-C I-C I-C,"0,2 T6|0,3 T6|3,5 Tn|5,8 Bs6|6,8 K7",<<deha-sTiti>Tatpurusha-kAraRasya>Tatpurusha <na-lABe>Tatpurusha <utpanna-<alam-pratyayaH>Tatpurusha>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|5,8 Bahuvrihi|6,8 Tatpurusha"
3842,<<yajYa-dAna-tapaH>Di-karma>K1,yajYa dAna tapaH karma,B-C I-C I-C I-C,"0,3 Di|0,4 K1",<<yajYa-dAna-tapaH>Dvandva-karma>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha"
3843,<<tAdfSa-icCA>K1-vizaya>T6 <saMbanDatva-kalpane>T6,tAdfSa icCA vizaya saMbanDatva kalpane,B-C I-C I-C B-C I-C,"0,2 K1|0,3 T6|3,5 T6",<<tAdfSa-icCA>Tatpurusha-vizaya>Tatpurusha <saMbanDatva-kalpane>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
3844,<sva-<vana-vAsaM>T7>T6,sva vana vAsaM,B-C I-C I-C,"0,3 T6|1,3 T7",<sva-<vana-vAsaM>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
3845,<<<navati-aDika>Bs7-nava>K1-Satam>Bs5,navati aDika nava Satam,B-C I-C I-C I-C,"0,2 Bs7|0,3 K1|0,4 Bs5",<<<navati-aDika>Bahuvrihi-nava>Tatpurusha-Satam>Bahuvrihi,"0,2 Bahuvrihi|0,3 Tatpurusha|0,4 Bahuvrihi"
3846,<<brahma-cAri>U-vrate>T6 <<karman-saMnyAsa>T6-viDAnAt>T6,brahma cAri vrate karman saMnyAsa viDAnAt,B-C I-C I-C B-C I-C I-C,"0,2 U|0,3 T6|3,5 T6|3,6 T6",<<brahma-cAri>Tatpurusha-vrate>Tatpurusha <<karman-saMnyAsa>Tatpurusha-viDAnAt>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
3847,<<laGu-udyega>K1-rUpeRa>T6,laGu udyega rUpeRa,B-C I-C I-C,"0,2 K1|0,3 T6",<<laGu-udyega>Tatpurusha-rUpeRa>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3848,<<prati-uyupakAra>Tp-<na-apekzaH>Tn>Bs6,prati uyupakAra na apekzaH,B-C I-C I-C I-C,"0,2 Tp|0,4 Bs6|2,4 Tn",<<prati-uyupakAra>Tatpurusha-<na-apekzaH>Tatpurusha>Bahuvrihi,"0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha"
3849,<<<anvaya-viSeza>T6-boDa>T6-nirvAhAya>T6,anvaya viSeza boDa nirvAhAya,B-C I-C I-C I-C,"0,2 T6|0,3 T6|0,4 T6",<<<anvaya-viSeza>Tatpurusha-boDa>Tatpurusha-nirvAhAya>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
3850,<<vyavahAra-mUla>T6-pratItyA>T6 <tAdAtmya-sidDiH>T6,vyavahAra mUla pratItyA tAdAtmya sidDiH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 T6",<<vyavahAra-mUla>Tatpurusha-pratItyA>Tatpurusha <tAdAtmya-sidDiH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
3851,<<<janma-mftyu-jarA-vyADi-duHKa>Di-doza>K6-anudarSanam>T6,janma mftyu jarA vyADi duHKa doza anudarSanam,B-C I-C I-C I-C I-C I-C I-C,"0,5 Di|0,6 K6|0,7 T6",<<<janma-mftyu-jarA-vyADi-duHKa>Dvandva-doza>Tatpurusha-anudarSanam>Tatpurusha,"0,5 Dvandva|0,6 Tatpurusha|0,7 Tatpurusha"
3852,<sAMgrAhika-<vAta-hara>U-dIpanIya-<<Slezma-SoRita-vibanDa>Di-praSamanAnAM>U>Di,sAMgrAhika vAta hara dIpanIya Slezma SoRita vibanDa praSamanAnAM,B-C I-C I-C I-C I-C I-C I-C I-C,"0,8 Di|1,3 U|4,7 Di|4,8 U",<sAMgrAhika-<vAta-hara>Tatpurusha-dIpanIya-<<Slezma-SoRita-vibanDa>Dvandva-praSamanAnAM>Tatpurusha>Dvandva,"0,8 Dvandva|1,3 Tatpurusha|4,7 Dvandva|4,8 Tatpurusha"
3853,<<SiTila-visfta>Di-DAtuH>Bs6 <hema-kUwo>T6,SiTila visfta DAtuH hema kUwo,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T6",<<SiTila-visfta>Dvandva-DAtuH>Bahuvrihi <hema-kUwo>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
3854,<<<pramA-janaka>T6-tva-nEyatya>T6-aBAvena>T6 <<<<pramARatA-avacCedaka>T6-<na-atiprasakta>Tn>K3-<anugata-rUpa>K1>K1-aBAvAt>T6,pramA janaka tva nEyatya aBAvena pramARatA avacCedaka na atiprasakta anugata rUpa aBAvAt,B-C I-C I-C I-C I-C B-C I-C I-C I-C I-C I-C I-C,"0,2 T6|0,4 T6|0,5 T6|5,7 T6|5,9 K3|5,11 K1|5,12 T6|7,9 Tn|9,11 K1",<<<pramA-janaka>Tatpurusha-tva-nEyatya>Tatpurusha-aBAvena>Tatpurusha <<<<pramARatA-avacCedaka>Tatpurusha-<na-atiprasakta>Tatpurusha>Tatpurusha-<anugata-rUpa>Tatpurusha>Tatpurusha-aBAvAt>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|5,7 Tatpurusha|5,9 Tatpurusha|5,11 Tatpurusha|5,12 Tatpurusha|7,9 Tatpurusha|9,11 Tatpurusha"
3855,<<<pawa-Gawa>Di-Anayana>T6-tva-AdinA>Bs6,pawa Gawa Anayana tva AdinA,B-C I-C I-C I-C I-C,"0,2 Di|0,3 T6|0,5 Bs6",<<<pawa-Gawa>Dvandva-Anayana>Tatpurusha-tva-AdinA>Bahuvrihi,"0,2 Dvandva|0,3 Tatpurusha|0,5 Bahuvrihi"
3856,<<iti-Adi>Bs6-vAkyam>K1 <<<Satru-gfha>T6-Bojana>T7-<<na-izwa>Tn-sADana>T6-tve>T6,iti Adi vAkyam Satru gfha Bojana na izwa sADana tve,B-C I-C I-C B-C I-C I-C I-C I-C I-C I-C,"0,2 Bs6|0,3 K1|3,5 T6|3,6 T7|3,10 T6|6,8 Tn|6,9 T6",<<iti-Adi>Bahuvrihi-vAkyam>Tatpurusha <<<Satru-gfha>Tatpurusha-Bojana>Tatpurusha-<<na-izwa>Tatpurusha-sADana>Tatpurusha-tve>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha|3,10 Tatpurusha|6,8 Tatpurusha|6,9 Tatpurusha"
3857,<<sat-saNga>T6-aBilAzayA>T6,sat saNga aBilAzayA,B-C I-C I-C,"0,2 T6|0,3 T6",<<sat-saNga>Tatpurusha-aBilAzayA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3858,<<naKa-SiKA>Ds-antam>Bs7 <kavitA-racanAm>T6 <vyAkaraRa-jYAnam>T6,naKa SiKA antam kavitA racanAm vyAkaraRa jYAnam,B-C I-C I-C B-C I-C B-C I-C,"0,2 Ds|0,3 Bs7|3,5 T6|5,7 T6",<<naKa-SiKA>Dvandva-antam>Bahuvrihi <kavitA-racanAm>Tatpurusha <vyAkaraRa-jYAnam>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha|5,7 Tatpurusha"
3859,<nirukta-AropaH>K1 <<<<<vyakti-viSeza>T6-Binna>T5-kamala>K1-<na-vftti>Tn>Bv-tva-Arope>T6,nirukta AropaH vyakti viSeza Binna kamala na vftti tva Arope,B-C I-C B-C I-C I-C I-C I-C I-C I-C I-C,"0,2 K1|2,4 T6|2,5 T5|2,6 K1|2,8 Bv|2,10 T6|6,8 Tn",<nirukta-AropaH>Tatpurusha <<<<<vyakti-viSeza>Tatpurusha-Binna>Tatpurusha-kamala>Tatpurusha-<na-vftti>Tatpurusha>Bahuvrihi-tva-Arope>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha|2,8 Bahuvrihi|2,10 Tatpurusha|6,8 Tatpurusha"
3860,<<Sakya-saMbanDa>T6-rUpA>Bs6 <<sambanDin-tIra>K1-Adikam>Bs6,Sakya saMbanDa rUpA sambanDin tIra Adikam,B-C I-C I-C B-C I-C I-C,"0,2 T6|0,3 Bs6|3,5 K1|3,6 Bs6",<<Sakya-saMbanDa>Tatpurusha-rUpA>Bahuvrihi <<sambanDin-tIra>Tatpurusha-Adikam>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha|3,6 Bahuvrihi"
3861,<kfzRapurI-nAmake>Bs6 <<azwa-vaya>K1-skaH>U,kfzRapurI nAmake azwa vaya skaH,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 K1|2,5 U",<kfzRapurI-nAmake>Bahuvrihi <<azwa-vaya>Tatpurusha-skaH>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
3862,<<katipaya-divasa>K1-prozitaH>T3,katipaya divasa prozitaH,B-C I-C I-C,"0,2 K1|0,3 T3",<<katipaya-divasa>Tatpurusha-prozitaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3863,<BAva-praDAne>K1 <<samanantara-nirUkta>K1-viroDAt>T6,BAva praDAne samanantara nirUkta viroDAt,B-C I-C B-C I-C I-C,"0,2 K1|2,4 K1|2,5 T6",<BAva-praDAne>Tatpurusha <<samanantara-nirUkta>Tatpurusha-viroDAt>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
3864,<<<<yava-vrIhi>Di-uBaya>K7-karaRaka>Bs6-yAgAt>K1 <<na-dfzwa>Tn-ApattiH>T6 <na-parihAraryA>Tn,yava vrIhi uBaya karaRaka yAgAt na dfzwa ApattiH na parihAraryA,B-C I-C I-C I-C I-C B-C I-C I-C B-C I-C,"0,2 Di|0,3 K7|0,4 Bs6|0,5 K1|5,7 Tn|5,8 T6|8,10 Tn",<<<<yava-vrIhi>Dvandva-uBaya>Tatpurusha-karaRaka>Bahuvrihi-yAgAt>Tatpurusha <<na-dfzwa>Tatpurusha-ApattiH>Tatpurusha <na-parihAraryA>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Bahuvrihi|0,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha|8,10 Tatpurusha"
3865,<moha-nimittaH>Bs6 <<kAya-kleSa>T6-BayAt>T5,moha nimittaH kAya kleSa BayAt,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 T6|2,5 T5",<moha-nimittaH>Bahuvrihi <<kAya-kleSa>Tatpurusha-BayAt>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
3866,<mAruti-yAne>K7 <<sva-gfha>T6-dvAre>T6,mAruti yAne sva gfha dvAre,B-C I-C B-C I-C I-C,"0,2 K7|2,4 T6|2,5 T6",<mAruti-yAne>Tatpurusha <<sva-gfha>Tatpurusha-dvAre>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
3867,<<<ratna-kAYcana>Di-saMyoga>T6-sadfSaH>T3,ratna kAYcana saMyoga sadfSaH,B-C I-C I-C I-C,"0,2 Di|0,3 T6|0,4 T3",<<<ratna-kAYcana>Dvandva-saMyoga>Tatpurusha-sadfSaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha"
3868,<<<puzkara-hasta>T6-cyutA>T5-akzAM>K1,puzkara hasta cyutA akzAM,B-C I-C I-C I-C,"0,2 T6|0,3 T5|0,4 K1",<<<puzkara-hasta>Tatpurusha-cyutA>Tatpurusha-akzAM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
3869,<<mUla-Dana>K1-viniyoge>T6 <Dana-sAhAyyam>T6,mUla Dana viniyoge Dana sAhAyyam,B-C I-C I-C B-C I-C,"0,2 K1|0,3 T6|3,5 T6",<<mUla-Dana>Tatpurusha-viniyoge>Tatpurusha <Dana-sAhAyyam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
3870,<BAguri-smftim>K7 <<<Sarvavarman-kfta>T3-<kAtantra-sUtra>T6>K1-Adikam>Bs6,BAguri smftim Sarvavarman kfta kAtantra sUtra Adikam,B-C I-C B-C I-C I-C I-C I-C,"0,2 K7|2,4 T3|2,6 K1|2,7 Bs6|4,6 T6",<BAguri-smftim>Tatpurusha <<<Sarvavarman-kfta>Tatpurusha-<kAtantra-sUtra>Tatpurusha>Tatpurusha-Adikam>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,6 Tatpurusha|2,7 Bahuvrihi|4,6 Tatpurusha"
3871,<<na-izwa>Tn-sADanAt>T6,na izwa sADanAt,B-C I-C I-C,"0,2 Tn|0,3 T6",<<na-izwa>Tatpurusha-sADanAt>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3872,<dasyu-gfhItaM>T3 <<viMSati-sahasra>T6-rUpyakARAm>K1 <vivAha-arTam>T4,dasyu gfhItaM viMSati sahasra rUpyakARAm vivAha arTam,B-C I-C B-C I-C I-C B-C I-C,"0,2 T3|2,4 T6|2,5 K1|5,7 T4",<dasyu-gfhItaM>Tatpurusha <<viMSati-sahasra>Tatpurusha-rUpyakARAm>Tatpurusha <vivAha-arTam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha"
3873,<anvaya-avinABAvi>T3 <<<Sakti-prayojya>T3-arTa>K1-jYAne>T6,anvaya avinABAvi Sakti prayojya arTa jYAne,B-C I-C B-C I-C I-C I-C,"0,2 T3|2,4 T3|2,5 K1|2,6 T6",<anvaya-avinABAvi>Tatpurusha <<<Sakti-prayojya>Tatpurusha-arTa>Tatpurusha-jYAne>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha"
3874,<viDi-hInam>T3 <<na-sfzwAnnaM>Tn>Bs7 <mantra-hInam>T3 <na-dakziRam>Bsmn,viDi hInam na sfzwAnnaM mantra hInam na dakziRam,B-C I-C B-C I-C B-C I-C B-C I-C,"0,2 T3|2,4 Tn|2,4 Bs7|4,6 T3|6,8 Bsmn",<viDi-hInam>Tatpurusha <<na-sfzwAnnaM>Tatpurusha>Bahuvrihi <mantra-hInam>Tatpurusha <na-dakziRam>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,4 Bahuvrihi|4,6 Tatpurusha|6,8 Bahuvrihi"
3875,<na-vyavasAyinAm>Tn <<<pramARa-janita>T5-<viveka-budDi>Km>K1-rahitAnAm>T3,na vyavasAyinAm pramARa janita viveka budDi rahitAnAm,B-C I-C B-C I-C I-C I-C I-C,"0,2 Tn|2,4 T5|2,6 K1|2,7 T3|4,6 Km",<na-vyavasAyinAm>Tatpurusha <<<pramARa-janita>Tatpurusha-<viveka-budDi>Tatpurusha>Tatpurusha-rahitAnAm>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,6 Tatpurusha|2,7 Tatpurusha|4,6 Tatpurusha"
3876,<<<prakfti-nASa>T6-prayojya>T3-utpatti>K1,prakfti nASa prayojya utpatti,B-C I-C I-C I-C,"0,2 T6|0,3 T3|0,4 K1",<<<prakfti-nASa>Tatpurusha-prayojya>Tatpurusha-utpatti>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
3877,<karuRA-utpAdakam>T6 <<bAlya-kAlikA>T6-smftiH>T6,karuRA utpAdakam bAlya kAlikA smftiH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T6",<karuRA-utpAdakam>Tatpurusha <<bAlya-kAlikA>Tatpurusha-smftiH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
3878,<<pitf-vacana>T6-anusAreRa>T6,pitf vacana anusAreRa,B-C I-C I-C,"0,2 T6|0,3 T6",<<pitf-vacana>Tatpurusha-anusAreRa>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3879,<<na-niyata>Tn-sambanDena>K1,na niyata sambanDena,B-C I-C I-C,"0,2 Tn|0,3 K1",<<na-niyata>Tatpurusha-sambanDena>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
