,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
674,<saMtyakta-<rAjya-Boga-fdDi-<sva-janasya>T6>Di>Bs3 <BU-pateH>T6,saMtyakta rAjya Boga fdDi sva janasya BU pateH,B-C I-C I-C I-C I-C I-C B-C I-C,"0,6 Bs3|1,6 Di|4,6 T6|6,8 T6",<saMtyakta-<rAjya-Boga-fdDi-<sva-janasya>Tatpurusha>Dvandva>Bahuvrihi <BU-pateH>Tatpurusha,"0,6 Bahuvrihi|1,6 Dvandva|4,6 Tatpurusha|6,8 Tatpurusha"
675,<<tat-kAla>K1-kftAM>T7,tat kAla kftAM,B-C I-C I-C,"0,2 K1|0,3 T7",<<tat-kAla>Tatpurusha-kftAM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
676,<jAti-smaratvAt>T6 <<dvi-ja>U-uttama>T7,jAti smaratvAt dvi ja uttama,B-C I-C B-C I-C I-C,"0,2 T6|2,4 U|2,5 T7",<jAti-smaratvAt>Tatpurusha <<dvi-ja>Tatpurusha-uttama>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
677,<mfgatva-<hetu-BUtasya>T2>T6,mfgatva hetu BUtasya,B-C I-C I-C,"0,3 T6|1,3 T2",<mfgatva-<hetu-BUtasya>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
678,<<sarva-vijYAna>K1-saMpannaH>T3 <<<<sarva-SAstra>K1-arTa>T6-tattva>T6-vit>U,sarva vijYAna saMpannaH sarva SAstra arTa tattva vit,B-C I-C I-C B-C I-C I-C I-C I-C,"0,2 K1|0,3 T3|3,5 K1|3,6 T6|3,7 T6|3,8 U",<<sarva-vijYAna>Tatpurusha-saMpannaH>Tatpurusha <<<<sarva-SAstra>Tatpurusha-arTa>Tatpurusha-tattva>Tatpurusha-vit>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha|3,7 Tatpurusha|3,8 Tatpurusha"
679,<<a-saMskAra>Tn-guRaM>Bs7 <<<grAmya-vAkya>K1-ukti>T6-saMSritam>T3,a saMskAra guRaM grAmya vAkya ukti saMSritam,B-C I-C I-C B-C I-C I-C I-C,"0,2 Tn|0,3 Bs7|3,5 K1|3,6 T6|3,7 T3",<<a-saMskAra>Tatpurusha-guRaM>Bahuvrihi <<<grAmya-vAkya>Tatpurusha-ukti>Tatpurusha-saMSritam>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha|3,7 Tatpurusha"
680,<apaDvasta-vapuH>Bs6 <<malina-ambara>K1-Dfk>U <dvi-jaH>U,apaDvasta vapuH malina ambara Dfk dvi jaH,B-C I-C B-C I-C I-C B-C I-C,"0,2 Bs6|2,4 K1|2,5 U|5,7 U",<apaDvasta-vapuH>Bahuvrihi <<malina-ambara>Tatpurusha-Dfk>Tatpurusha <dvi-jaH>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha|5,7 Tatpurusha"
681,<klinna-<danta-antaraH>T6>Bs6,klinna danta antaraH,B-C I-C I-C,"0,3 Bs6|1,3 T6",<klinna-<danta-antaraH>Tatpurusha>Bahuvrihi,"0,3 Bahuvrihi|1,3 Tatpurusha"
682,<<hiraRya-garBa>Bv-vacanaM>T6 <mahat-matiH>Bs6,hiraRya garBa vacanaM mahat matiH,B-C I-C I-C B-C I-C,"0,2 Bv|0,3 T6|3,5 Bs6",<<hiraRya-garBa>Bahuvrihi-vacanaM>Tatpurusha <mahat-matiH>Bahuvrihi,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Bahuvrihi"
683,<<jaqa-unmatta>Di-AkftiM>Bs6,jaqa unmatta AkftiM,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<jaqa-unmatta>Dvandva-AkftiM>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
684,<<kulmAza-vAwI>Di-Adi>Bs6,kulmAza vAwI Adi,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<kulmAza-vAwI>Dvandva-Adi>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
685,<BrAtf-BrAtfvya-bAnDavEH>Di,BrAtf BrAtfvya bAnDavEH,B-C I-C I-C,"0,3 Di",<BrAtf-BrAtfvya-bAnDavEH>Dvandva,"0,3 Dvandva"
686,<<kzetra-karma>T6-Adi>Bs6 <<kadanna-AhAra>K6-pozitaH>T3,kzetra karma Adi kadanna AhAra pozitaH,B-C I-C I-C B-C I-C I-C,"0,2 T6|0,3 Bs6|3,5 K6|3,6 T3",<<kzetra-karma>Tatpurusha-Adi>Bahuvrihi <<kadanna-AhAra>Tatpurusha-pozitaH>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha"
687,<samAkza-pIna-avayavaH>Bb <jaqa-kArI>U,samAkza pIna avayavaH jaqa kArI,B-C I-C I-C B-C I-C,"0,3 Bb|3,5 U",<samAkza-pIna-avayavaH>Bahuvrihi <jaqa-kArI>Tatpurusha,"0,3 Bahuvrihi|3,5 Tatpurusha"
688,<<sarva-loka>K1-upakaraRaM>T6 <AhAra-cetanaH>Bs6,sarva loka upakaraRaM AhAra cetanaH,B-C I-C I-C B-C I-C,"0,2 K1|0,3 T6|3,5 Bs6",<<sarva-loka>Tatpurusha-upakaraRaM>Tatpurusha <AhAra-cetanaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi"
689,<na-saMskAraM>Bsmn <<vipra-Akfti>T6-vicezwitam>T3,na saMskAraM vipra Akfti vicezwitam,B-C I-C B-C I-C I-C,"0,2 Bsmn|2,4 T6|2,5 T3",<na-saMskAraM>Bahuvrihi <<vipra-Akfti>Tatpurusha-vicezwitam>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
690,<<sva-pArzada>T6-yutA>T3,sva pArzada yutA,B-C I-C I-C,"0,2 T6|0,3 T3",<<sva-pArzada>Tatpurusha-yutA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
691,<<mokza-Darma>Di-jYaM>U <kapila-AKyaM>Bs6 <mahat-munim>K1,mokza Darma jYaM kapila AKyaM mahat munim,B-C I-C I-C B-C I-C B-C I-C,"0,2 Di|0,3 U|3,5 Bs6|5,7 K1",<<mokza-Darma>Dvandva-jYaM>Tatpurusha <kapila-AKyaM>Bahuvrihi <mahat-munim>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Bahuvrihi|5,7 Tatpurusha"
692,<<sarva-jYAna>K1-<eka-BAjanam>K1>T6,sarva jYAna eka BAjanam,B-C I-C I-C I-C,"0,2 K1|0,4 T6|2,4 K1",<<sarva-jYAna>Tatpurusha-<eka-BAjanam>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha"
693,<<jaNGA-dvaya>T6-avasTO>T2 <tat-ADAraM>Bs6,jaNGA dvaya avasTO tat ADAraM,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T2|3,5 Bs6",<<jaNGA-dvaya>Tatpurusha-avasTO>Tatpurusha <tat-ADAraM>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi"
694,<<guRa-pravAha>T6-patitaH>T7 <BUta-vargaH>T6,guRa pravAha patitaH BUta vargaH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T7|3,5 T6",<<guRa-pravAha>Tatpurusha-patitaH>Tatpurusha <BUta-vargaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
695,<pravfdDi-upacayO>Di <<na-Kila>Bsmn-jantuzu>K1,pravfdDi upacayO na Kila jantuzu,B-C I-C B-C I-C I-C,"0,2 Di|2,4 Bsmn|2,5 K1",<pravfdDi-upacayO>Dvandva <<na-Kila>Bahuvrihi-jantuzu>Tatpurusha,"0,2 Dvandva|2,4 Bahuvrihi|2,5 Tatpurusha"
696,<<BU-pAda-jaMGA-kawI-Uru-jaWara>Ds-Adizu>Bs6,BU pAda jaMGA kawI Uru jaWara Adizu,B-C I-C I-C I-C I-C I-C I-C,"0,6 Ds|0,7 Bs6",<<BU-pAda-jaMGA-kawI-Uru-jaWara>Dvandva-Adizu>Bahuvrihi,"0,6 Dvandva|0,7 Bahuvrihi"
697,<<SEla-druma-gfha>Di-utTaH>T3 <pfTivI-saMBavaH>T5,SEla druma gfha utTaH pfTivI saMBavaH,B-C I-C I-C I-C B-C I-C,"0,3 Di|0,4 T3|4,6 T5",<<SEla-druma-gfha>Dvandva-utTaH>Tatpurusha <pfTivI-saMBavaH>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha|4,6 Tatpurusha"
698,<<jAlma-rUpa>T6-DaraH>U,jAlma rUpa DaraH,B-C I-C I-C,"0,2 T6|0,3 U",<<jAlma-rUpa>Tatpurusha-DaraH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
699,<<suKa-duHKa>Di-upaBogO>T6 <<deha-Adi>Bs6-upapAdakO>T6,suKa duHKa upaBogO deha Adi upapAdakO,B-C I-C I-C B-C I-C I-C,"0,2 Di|0,3 T6|3,5 Bs6|3,6 T6",<<suKa-duHKa>Dvandva-upaBogO>Tatpurusha <<deha-Adi>Bahuvrihi-upapAdakO>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Bahuvrihi|3,6 Tatpurusha"
700,<<Darma-aDarma>Di-udBavO>T5 <deha-Adim>Bs6,Darma aDarma udBavO deha Adim,B-C I-C I-C B-C I-C,"0,2 Di|0,3 T5|3,5 Bs6",<<Darma-aDarma>Dvandva-udBavO>Tatpurusha <deha-Adim>Bahuvrihi,"0,2 Dvandva|0,3 Tatpurusha|3,5 Bahuvrihi"
701,<upaBoga-nimittaM>T6 <<deha-antara>Tm-AgamaH>T6,upaBoga nimittaM deha antara AgamaH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 Tm|2,5 T6",<upaBoga-nimittaM>Tatpurusha <<deha-antara>Tatpurusha-AgamaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
702,<<vAk-nizpAdana>T6-hetavaH>T6,vAk nizpAdana hetavaH,B-C I-C I-C,"0,2 T6|0,3 T6",<<vAk-nizpAdana>Tatpurusha-hetavaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
703,<<<SiraH-pARi>Di-Adi>Bs6-lakzaRaH>Bs6,SiraH pARi Adi lakzaRaH,B-C I-C I-C I-C,"0,2 Di|0,3 Bs6|0,4 Bs6",<<<SiraH-pARi>Dvandva-Adi>Bahuvrihi-lakzaRaH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Bahuvrihi"
704,<dAru-saMGAtaH>T6 <<racanA-sTiti>T6-saMsTitaH>T7,dAru saMGAtaH racanA sTiti saMsTitaH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 T6|2,5 T7",<dAru-saMGAtaH>Tatpurusha <<racanA-sTiti>Tatpurusha-saMsTitaH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
705,<<nf-pa>U-SrezWa>T7 <yuzmad-Bede>T6,nf pa SrezWa yuzmad Bede,B-C I-C I-C B-C I-C,"0,2 U|0,3 T7|3,5 T6",<<nf-pa>Tatpurusha-SrezWa>Tatpurusha <yuzmad-Bede>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
706,<<SarIra-Akfti>Di-BedAH>T6 <BU-pa>U <karman-yonayaH>T6,SarIra Akfti BedAH BU pa karman yonayaH,B-C I-C I-C B-C I-C B-C I-C,"0,2 Di|0,3 T6|3,5 U|5,7 T6",<<SarIra-Akfti>Dvandva-BedAH>Tatpurusha <BU-pa>Tatpurusha <karman-yonayaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha"
707,<<rAjan-Bawa>T6-Atma-kam>Bs6,rAjan Bawa Atma kam,B-C I-C I-C I-C,"0,2 T6|0,4 Bs6",<<rAjan-Bawa>Tatpurusha-Atma-kam>Bahuvrihi,"0,2 Tatpurusha|0,4 Bahuvrihi"
708,<<pariRAma-Adi>Bs6-saMBUtAM>T3 <nf-pa>U,pariRAma Adi saMBUtAM nf pa,B-C I-C I-C B-C I-C,"0,2 Bs6|0,3 T3|3,5 U",<<pariRAma-Adi>Bahuvrihi-saMBUtAM>Tatpurusha <nf-pa>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Tatpurusha"
709,<<pfTak-karaRa>K1-nizpAdyaM>T3 <nf-pate>T6,pfTak karaRa nizpAdyaM nf pate,B-C I-C I-C B-C I-C,"0,2 K1|0,3 T3|3,5 T6",<<pfTak-karaRa>Tatpurusha-nizpAdyaM>Tatpurusha <nf-pate>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
710,<<hrAsa-vfdDi>Di-kramaH>T6,hrAsa vfdDi kramaH,B-C I-C I-C,"0,2 Di|0,3 T6",<<hrAsa-vfdDi>Dvandva-kramaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
711,<muni-SrezWa>T7 <<vAri-garBa>T6-samudBavAH>Bs6,muni SrezWa vAri garBa samudBavAH,B-C I-C B-C I-C I-C,"0,2 T7|2,4 T6|2,5 Bs6",<muni-SrezWa>Tatpurusha <<vAri-garBa>Tatpurusha-samudBavAH>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Bahuvrihi"
712,<<trayaH-triMSat>Di-sahasrARi>K1 <<trayaH-triMSat>Di-SatAni>K1,trayaH triMSat sahasrARi trayaH triMSat SatAni,B-C I-C I-C B-C I-C I-C,"0,2 Di|0,3 K1|3,5 Di|3,6 K1",<<trayaH-triMSat>Dvandva-sahasrARi>Tatpurusha <<trayaH-triMSat>Dvandva-SatAni>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Dvandva|3,6 Tatpurusha"
713,<<kalA-dvaya>T6-avaSizwaH>T3 <sUrya-maRqalam>T6,kalA dvaya avaSizwaH sUrya maRqalam,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T3|3,5 T6",<<kalA-dvaya>Tatpurusha-avaSizwaH>Tatpurusha <sUrya-maRqalam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
714,<<amA-AKya>Bs6-raSmO>K1,amA AKya raSmO,B-C I-C I-C,"0,2 Bs6|0,3 K1",<<amA-AKya>Bahuvrihi-raSmO>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
715,<paYca-daSe>Di <kala-Atma-ke>Bs6,paYca daSe kala Atma ke,B-C I-C B-C I-C I-C,"0,2 Di|2,5 Bs6",<paYca-daSe>Dvandva <kala-Atma-ke>Bahuvrihi,"0,2 Dvandva|2,5 Bahuvrihi"
716,<<dvi-kalA>Bs6-AkAraM>Bs6,dvi kalA AkAraM,B-C I-C I-C,"0,2 Bs6|0,3 Bs6",<<dvi-kalA>Bahuvrihi-AkAraM>Bahuvrihi,"0,2 Bahuvrihi|0,3 Bahuvrihi"
717,<<vAyu-agni-dravya>Di-saM-BUtaH>U <candra-sutasya>T6,vAyu agni dravya saM BUtaH candra sutasya,B-C I-C I-C I-C I-C B-C I-C,"0,3 Di|0,5 U|5,7 T6",<<vAyu-agni-dravya>Dvandva-saM-BUtaH>Tatpurusha <candra-sutasya>Tatpurusha,"0,3 Dvandva|0,5 Tatpurusha|5,7 Tatpurusha"
718,<sa-<upAsaNga-patAkaH>Di>BvS,sa upAsaNga patAkaH,B-C I-C I-C,"0,3 BvS|1,3 Di",<sa-<upAsaNga-patAkaH>Dvandva>Bahuvrihi,"0,3 Bahuvrihi|1,3 Dvandva"
719,<<<palAla-DUma>K1-varRa>T6-ABAH>Bs6 <<<lAkzA-rasa>T6-niBa>T6-aruRAH>Bs6,palAla DUma varRa ABAH lAkzA rasa niBa aruRAH,B-C I-C I-C I-C B-C I-C I-C I-C,"0,2 K1|0,3 T6|0,4 Bs6|4,6 T6|4,7 T6|4,8 Bs6",<<<palAla-DUma>Tatpurusha-varRa>Tatpurusha-ABAH>Bahuvrihi <<<lAkzA-rasa>Tatpurusha-niBa>Tatpurusha-aruRAH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Bahuvrihi|4,6 Tatpurusha|4,7 Tatpurusha|4,8 Bahuvrihi"
720,<graha-fkza-tArA-DizRyAni>Di <na-SezataH>Bsmn,graha fkza tArA DizRyAni na SezataH,B-C I-C I-C I-C B-C I-C,"0,4 Di|4,6 Bsmn",<graha-fkza-tArA-DizRyAni>Dvandva <na-SezataH>Bahuvrihi,"0,4 Dvandva|4,6 Bahuvrihi"
721,<alAta-cakravat>U <<vAta-cakra>T6-IritAni>T3,alAta cakravat vAta cakra IritAni,B-C I-C B-C I-C I-C,"0,2 U|2,4 T6|2,5 T3",<alAta-cakravat>Tatpurusha <<vAta-cakra>Tatpurusha-IritAni>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
722,<padma-AkArA>Bs6 <<<parvata-abDi>Di-Adi>Bs6-saMyutA>T3,padma AkArA parvata abDi Adi saMyutA,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 Di|2,5 Bs6|2,6 T3",<padma-AkArA>Bahuvrihi <<<parvata-abDi>Dvandva-Adi>Bahuvrihi-saMyutA>Tatpurusha,"0,2 Bahuvrihi|2,4 Dvandva|2,5 Bahuvrihi|2,6 Tatpurusha"
723,<jYAna-svarUpaH>Bs6 <<na-Seza>Bsmn-mUrttiH>Bs6 <vastu-BUtaH>U,jYAna svarUpaH na Seza mUrttiH vastu BUtaH,B-C I-C B-C I-C I-C B-C I-C,"0,2 Bs6|2,4 Bsmn|2,5 Bs6|5,7 U",<jYAna-svarUpaH>Bahuvrihi <<na-Seza>Bahuvrihi-mUrttiH>Bahuvrihi <vastu-BUtaH>Tatpurusha,"0,2 Bahuvrihi|2,4 Bahuvrihi|2,5 Bahuvrihi|5,7 Tatpurusha"
724,<<<SEla-abDi-DarA>Di-Adi>Bs6-BedAn>T6 <vijYAna-vijfmBitAni>T3,SEla abDi DarA Adi BedAn vijYAna vijfmBitAni,B-C I-C I-C I-C I-C B-C I-C,"0,3 Di|0,4 Bs6|0,5 T6|5,7 T3",<<<SEla-abDi-DarA>Dvandva-Adi>Bahuvrihi-BedAn>Tatpurusha <vijYAna-vijfmBitAni>Tatpurusha,"0,3 Dvandva|0,4 Bahuvrihi|0,5 Tatpurusha|5,7 Tatpurusha"
725,<<Adi-maDya-paryanta>Di-hInaM>T3 <satata-<eka-rUpam>K1>A1,Adi maDya paryanta hInaM satata eka rUpam,B-C I-C I-C I-C B-C I-C I-C,"0,3 Di|0,4 T3|4,7 A1|5,7 K1",<<Adi-maDya-paryanta>Dvandva-hInaM>Tatpurusha <satata-<eka-rUpam>Tatpurusha>Avyayibhava,"0,3 Dvandva|0,4 Tatpurusha|4,7 Avyayibhava|5,7 Tatpurusha"
726,<vi-SudDaM>Bs5 <vi-malaM>Bs5 <vi-Sokam>Bs5 <<<<<a-Seza>Bsmn-loBa>K1-Adi>Bs6-nirasta>T3-saNgam>Bs6,vi SudDaM vi malaM vi Sokam a Seza loBa Adi nirasta saNgam,B-C I-C B-C I-C B-C I-C B-C I-C I-C I-C I-C I-C,"0,2 Bs5|2,4 Bs5|4,6 Bs5|6,8 Bsmn|6,9 K1|6,10 Bs6|6,11 T3|6,12 Bs6",<vi-SudDaM>Bahuvrihi <vi-malaM>Bahuvrihi <vi-Sokam>Bahuvrihi <<<<<a-Seza>Bahuvrihi-loBa>Tatpurusha-Adi>Bahuvrihi-nirasta>Tatpurusha-saNgam>Bahuvrihi,"0,2 Bahuvrihi|2,4 Bahuvrihi|4,6 Bahuvrihi|6,8 Bahuvrihi|6,9 Tatpurusha|6,10 Bahuvrihi|6,11 Tatpurusha|6,12 Bahuvrihi"
727,<<na-Seza>Bsmn-ftvik>K1 <svarga-mayaH>U,na Seza ftvik svarga mayaH,B-C I-C I-C B-C I-C,"0,2 Bsmn|0,3 K1|3,5 U",<<na-Seza>Bahuvrihi-ftvik>Tatpurusha <svarga-mayaH>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Tatpurusha"
728,<<dvi-ja>U-sattama>T7,dvi ja sattama,B-C I-C I-C,"0,2 U|0,3 T7",<<dvi-ja>Tatpurusha-sattama>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
729,<<dvi-ja>U-sattama>T7,dvi ja sattama,B-C I-C I-C,"0,2 U|0,3 T7",<<dvi-ja>Tatpurusha-sattama>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
730,<pAda-Uru-vakzasTalataH>Di,pAda Uru vakzasTalataH,B-C I-C I-C,"0,3 Di",<pAda-Uru-vakzasTalataH>Dvandva,"0,3 Dvandva"
731,<<cAtur-varRya>Tds-vyavasTitAH>T3,cAtur varRya vyavasTitAH,B-C I-C I-C,"0,2 Tds|0,3 T3",<<cAtur-varRya>Tatpurusha-vyavasTitAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
732,<kAla-Atma-kaH>Bs6,kAla Atma kaH,B-C I-C I-C,"0,3 Bs6",<kAla-Atma-kaH>Bahuvrihi,"0,3 Bahuvrihi"
733,<<alpa-alpa>K1-sAravat>K1,alpa alpa sAravat,B-C I-C I-C,"0,2 K1|0,3 K1",<<alpa-alpa>Tatpurusha-sAravat>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
734,<<a-Darma>Tn-bIjam>K1 <<tamaH-loBa>K1-samudBavam>T3,a Darma bIjam tamaH loBa samudBavam,B-C I-C I-C B-C I-C I-C,"0,2 Tn|0,3 K1|3,5 K1|3,6 T3",<<a-Darma>Tatpurusha-bIjam>Tatpurusha <<tamaH-loBa>Tatpurusha-samudBavam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
735,<rAga-Adi-kam>Bs6 <a-sADakam>Tn,rAga Adi kam a sADakam,B-C I-C I-C B-C I-C,"0,3 Bs6|3,5 Tn",<rAga-Adi-kam>Bahuvrihi <a-sADakam>Tatpurusha,"0,3 Bahuvrihi|3,5 Tatpurusha"
736,<rasa-ullAsa-AdayaH>Bb,rasa ullAsa AdayaH,B-C I-C I-C,"0,3 Bb",<rasa-ullAsa-AdayaH>Bahuvrihi,"0,3 Bahuvrihi"
737,<<<dvandva-aBiBava>T6-duHKa>T6-ArtAH>T3,dvandva aBiBava duHKa ArtAH,B-C I-C I-C I-C,"0,2 T6|0,3 T6|0,4 T3",<<<dvandva-aBiBava>Tatpurusha-duHKa>Tatpurusha-ArtAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
738,<<pura-Karvawaka>Di-Adikam>Bs6,pura Karvawaka Adikam,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<pura-Karvawaka>Dvandva-Adikam>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
739,<<<SIta-Atapa>Di-Adi>Bs6-bADAnAM>T6 <pra-SamAya>Tp <mahAn-mate>Bs6,SIta Atapa Adi bADAnAM pra SamAya mahAn mate,B-C I-C I-C I-C B-C I-C B-C I-C,"0,2 Di|0,3 Bs6|0,4 T6|4,6 Tp|6,8 Bs6",<<<SIta-Atapa>Dvandva-Adi>Bahuvrihi-bADAnAM>Tatpurusha <pra-SamAya>Tatpurusha <mahAn-mate>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Tatpurusha|4,6 Tatpurusha|6,8 Bahuvrihi"
740,<<para-avara>Di-vidaH>U,para avara vidaH,B-C I-C I-C,"0,2 Di|0,3 U",<<para-avara>Dvandva-vidaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
741,<veda-vAdAn>T6 <<yajYa-karma>K1-AdikaM>Bs6,veda vAdAn yajYa karma AdikaM,B-C I-C B-C I-C I-C,"0,2 T6|2,4 K1|2,5 Bs6",<veda-vAdAn>Tatpurusha <<yajYa-karma>Tatpurusha-AdikaM>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Bahuvrihi"
742,<<yajYa-vyAseDa>T6-kAriRaH>U,yajYa vyAseDa kAriRaH,B-C I-C I-C,"0,2 T6|0,3 U",<<yajYa-vyAseDa>Tatpurusha-kAriRaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
743,<<Darma-<na-Darma>Tn>Di-BftAM>U,Darma na Darma BftAM,B-C I-C I-C I-C,"0,3 Di|0,4 U|1,3 Tn",<<Darma-<na-Darma>Tatpurusha>Dvandva-BftAM>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha|1,3 Tatpurusha"
744,<<azwan-aSIti>Km-sahasrARi>T6 <UrDva-retasAm>Bs6,azwan aSIti sahasrARi UrDva retasAm,B-C I-C I-C B-C I-C,"0,2 Km|0,3 T6|3,5 Bs6",<<azwan-aSIti>Tatpurusha-sahasrARi>Tatpurusha <UrDva-retasAm>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi"
745,<na-mftaM>Tn <<<sva-Atma>T6-santoza>T6-kAriRAm>U,na mftaM sva Atma santoza kAriRAm,B-C I-C B-C I-C I-C I-C,"0,2 Tn|2,4 T6|2,5 T6|2,6 U",<na-mftaM>Tatpurusha <<<sva-Atma>Tatpurusha-santoza>Tatpurusha-kAriRAm>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha"
746,<gatvA-gatvA>d <<candra-sUrya>Di-AdayaH>Bs6,gatvA gatvA candra sUrya AdayaH,B-C I-C B-C I-C I-C,"0,2 d|2,4 Di|2,5 Bs6",<gatvA-gatvA>Dvandva <<candra-sUrya>Dvandva-AdayaH>Bahuvrihi,"0,2 Dvandva|2,4 Dvandva|2,5 Bahuvrihi"
747,<<<dvA-daSa>Km-akzara>K1-cintakAH>T6,dvA daSa akzara cintakAH,B-C I-C I-C I-C,"0,2 Km|0,3 K1|0,4 T6",<<<dvA-daSa>Tatpurusha-akzara>Tatpurusha-cintakAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
748,<<mahat-rOrava>K1-rOravO>Di,mahat rOrava rOravO,B-C I-C I-C,"0,2 K1|0,3 Di",<<mahat-rOrava>Tatpurusha-rOravO>Dvandva,"0,2 Tatpurusha|0,3 Dvandva"
749,<<sva-Darma>T6-tyAginaH>U,sva Darma tyAginaH,B-C I-C I-C,"0,2 T6|0,3 U",<<sva-Darma>Tatpurusha-tyAginaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
750,<grAmaRI-sarpa-rAkzasEH>Di,grAmaRI sarpa rAkzasEH,B-C I-C I-C,"0,3 Di",<grAmaRI-sarpa-rAkzasEH>Dvandva,"0,3 Dvandva"
751,<aMSu-kASyapa-tArkzyAH>Di,aMSu kASyapa tArkzyAH,B-C I-C I-C,"0,3 Di",<aMSu-kASyapa-tArkzyAH>Dvandva,"0,3 Dvandva"
