,Raw_Tagged,Book,Clean,Bio_tagged,Span_Tagged,Coarse_Span_Tagged,Coarse_tag
558,"tat vada <<<<<na-Kila>Bsmn-vijYAna>K1-jala>K6-vIci>T6-udaDiH>T6 BavAn
",Vishnupurana,"tat vada na Kila vijYAna jala vIci udaDiH BavAn
",O O B-C I-C I-C I-C I-C I-C O,"2,4 Bsmn|2,5 K1|2,6 K6|2,7 T6|2,8 T6","2,4 Bahuvrihi|2,5 Tatpurusha|2,6 Tatpurusha|2,7 Tatpurusha|2,8 Tatpurusha","tat vada <<<<<na-Kila>Bahuvrihi-vijYAna>Tatpurusha-jala>Tatpurusha-vIci>Tatpurusha-udaDiH>Tatpurusha BavAn
"
559,"SreyAMsi <na-<parama-arTAni>K1>Tn <na-SezARi>Bsmn ca BUpate
",Vishnupurana,"SreyAMsi na parama arTAni na SezARi ca BUpate
",O B-C I-C I-C B-C I-C O O,"1,4 Tn|2,4 K1|4,6 Bsmn","1,4 Tatpurusha|2,4 Tatpurusha|4,6 Bahuvrihi","SreyAMsi <na-<parama-arTAni>Tatpurusha>Tatpurusha <na-SezARi>Bahuvrihi ca BUpate
"
560,"karma <yajYa-AtmakaM>Bs6 SreyaH PalaM <<tad-prApti>T6-lakzaRam>Bs6
",Vishnupurana,"karma yajYa AtmakaM SreyaH PalaM tad prApti lakzaRam
",O B-C I-C O O B-C I-C I-C,"1,3 Bs6|5,7 T6|5,8 Bs6","1,3 Bahuvrihi|5,7 Tatpurusha|5,8 Bahuvrihi","karma <yajYa-AtmakaM>Bahuvrihi SreyaH PalaM <<tad-prApti>Tatpurusha-lakzaRam>Bahuvrihi
"
561,"vyayaH ca kriyate kasmAt <<kAma-prApti>T6-upalakzaRaH>Bs6
",Vishnupurana,"vyayaH ca kriyate kasmAt kAma prApti upalakzaRaH
",O O O O B-C I-C I-C,"4,6 T6|4,7 Bs6","4,6 Tatpurusha|4,7 Bahuvrihi","vyayaH ca kriyate kasmAt <<kAma-prApti>Tatpurusha-upalakzaRaH>Bahuvrihi
"
562,"<<parama-arTa>K1-BUtaH>T2 saH anyasya <parama-arTaH>K1 hi tat pitA
",Vishnupurana,"parama arTa BUtaH saH anyasya parama arTaH hi tat pitA
",B-C I-C I-C O O B-C I-C O O O,"0,2 K1|0,3 T2|5,7 K1","0,2 Tatpurusha|0,3 Tatpurusha|5,7 Tatpurusha","<<parama-arTa>Tatpurusha-BUtaH>Tatpurusha saH anyasya <parama-arTaH>Tatpurusha hi tat pitA
"
563,"<<rAjya-Adi>Bs6-prAptiH>T6 atra uktA <parama-arTatayA>K1 yadi
",Vishnupurana,"rAjya Adi prAptiH atra uktA parama arTatayA yadi
",B-C I-C I-C O O B-C I-C O,"0,2 Bs6|0,3 T6|5,7 K1","0,2 Bahuvrihi|0,3 Tatpurusha|5,7 Tatpurusha","<<rAjya-Adi>Bahuvrihi-prAptiH>Tatpurusha atra uktA <parama-arTatayA>Tatpurusha yadi
"
564,"<<fk-yajuH-sAma>Di-nizpAdyaM>T3 <yajYa-karma>Km mataM tava
",Vishnupurana,"fk yajuH sAma nizpAdyaM yajYa karma mataM tava
",B-C I-C I-C I-C B-C I-C O O,"0,3 Di|0,4 T3|4,6 Km","0,3 Dvandva|0,4 Tatpurusha|4,6 Tatpurusha","<<fk-yajuH-sAma>Dvandva-nizpAdyaM>Tatpurusha <yajYa-karma>Tatpurusha mataM tava
"
565,"<<parama-arTa>K1-BUtaM>T2 tatra api SrUyatAM gadataH mama
",Vishnupurana,"parama arTa BUtaM tatra api SrUyatAM gadataH mama
",B-C I-C I-C O O O O O,"0,2 K1|0,3 T2","0,2 Tatpurusha|0,3 Tatpurusha","<<parama-arTa>Tatpurusha-BUtaM>Tatpurusha tatra api SrUyatAM gadataH mama
"
566,"evaM vinASiBiH dravyEH <<samit-Ajya-kuSa>Di-AdiBiH>Bs6
",Vishnupurana,"evaM vinASiBiH dravyEH samit Ajya kuSa AdiBiH
",O O O B-C I-C I-C I-C,"3,6 Di|3,7 Bs6","3,6 Dvandva|3,7 Bahuvrihi","evaM vinASiBiH dravyEH <<samit-Ajya-kuSa>Dvandva-AdiBiH>Bahuvrihi
"
567,"tat tu nASi na sandehaH <<nASi-dravya>K1-upa-pAditam>T3
",Vishnupurana,"tat tu nASi na sandehaH nASi dravya upa pAditam
",O O O O O B-C I-C I-C I-C,"5,7 K1|5,9 T3","5,7 Tatpurusha|5,9 Tatpurusha","tat tu nASi na sandehaH <<nASi-dravya>Tatpurusha-upa-pAditam>Tatpurusha
"
568,"tat eva <<na-Pala>Tn-daM>U karma <parama-arTaH>K1 mataH tava
",Vishnupurana,"tat eva na Pala daM karma parama arTaH mataH tava
",O O B-C I-C I-C O B-C I-C O O,"2,4 Tn|2,5 U|6,8 K1","2,4 Tatpurusha|2,5 Tatpurusha|6,8 Tatpurusha","tat eva <<na-Pala>Tatpurusha-daM>Tatpurusha karma <parama-arTaH>Tatpurusha mataH tava
"
569,"<<mukti-sADana>T6-BUtatvAt>T2 <parama-arTaH>K1 na sADanam
",Vishnupurana,"mukti sADana BUtatvAt parama arTaH na sADanam
",B-C I-C I-C B-C I-C O O,"0,2 T6|0,3 T2|3,5 K1","0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha","<<mukti-sADana>Tatpurusha-BUtatvAt>Tatpurusha <parama-arTaH>Tatpurusha na sADanam
"
570,"DyAnaM ca eva AtmanaH BUpa <<<parama-arTa>K1-arTa>T4-Sabditam>T3
",Vishnupurana,"DyAnaM ca eva AtmanaH BUpa parama arTa arTa Sabditam
",O O O O O B-C I-C I-C I-C,"5,7 K1|5,8 T4|5,9 T3","5,7 Tatpurusha|5,8 Tatpurusha|5,9 Tatpurusha","DyAnaM ca eva AtmanaH BUpa <<<parama-arTa>Tatpurusha-arTa>Tatpurusha-Sabditam>Tatpurusha
"
571,"<<<janman-vfdDi>Di-Adi>Bs6-rahitaH>T3 AtmA <sarva-gataH>T7 <na-vyayaH>Tn
",Vishnupurana,"janman vfdDi Adi rahitaH AtmA sarva gataH na vyayaH
",B-C I-C I-C I-C O B-C I-C B-C I-C,"0,2 Di|0,3 Bs6|0,4 T3|5,7 T7|7,9 Tn","0,2 Dvandva|0,3 Bahuvrihi|0,4 Tatpurusha|5,7 Tatpurusha|7,9 Tatpurusha","<<<janman-vfdDi>Dvandva-Adi>Bahuvrihi-rahitaH>Tatpurusha AtmA <sarva-gataH>Tatpurusha <na-vyayaH>Tatpurusha
"
572,"<para-jYAna>K1 mayaH sadBiH <<nAma-jAti>Di-AdiBiH>Bs6 viBuH
",Vishnupurana,"para jYAna mayaH sadBiH nAma jAti AdiBiH viBuH
",B-C I-C O O B-C I-C I-C O,"0,2 K1|4,6 Di|4,7 Bs6","0,2 Tatpurusha|4,6 Dvandva|4,7 Bahuvrihi","<para-jYAna>Tatpurusha mayaH sadBiH <<nAma-jAti>Dvandva-AdiBiH>Bahuvrihi viBuH
"
573,"tasya <<Atman-para>Di-dehezu>T6 sataH api ekamayaM hi yat
",Vishnupurana,"tasya Atman para dehezu sataH api ekamayaM hi yat
",O B-C I-C I-C O O O O O,"1,3 Di|1,4 T6","1,3 Dvandva|1,4 Tatpurusha","tasya <<Atman-para>Dvandva-dehezu>Tatpurusha sataH api ekamayaM hi yat
"
574,"vijYAnaM <parama-arTaH>K1 asO dvEtinaH <<na-taTya>Tn-darSinaH>U
",Vishnupurana,"vijYAnaM parama arTaH asO dvEtinaH na taTya darSinaH
",O B-C I-C O O B-C I-C I-C,"1,3 K1|5,7 Tn|5,8 U","1,3 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha","vijYAnaM <parama-arTaH>Tatpurusha asO dvEtinaH <<na-taTya>Tatpurusha-darSinaH>Tatpurusha
"
575,"<<veRu-ranDra>T6-praBedena>T6 BedaH <<zaqja-Adi>Bs6-saMjYitaH>Bs6
",Vishnupurana,"veRu ranDra praBedena BedaH zaqja Adi saMjYitaH
",B-C I-C I-C O B-C I-C I-C,"0,2 T6|0,3 T6|4,6 Bs6|4,7 Bs6","0,2 Tatpurusha|0,3 Tatpurusha|4,6 Bahuvrihi|4,7 Bahuvrihi","<<veRu-ranDra>Tatpurusha-praBedena>Tatpurusha BedaH <<zaqja-Adi>Bahuvrihi-saMjYitaH>Bahuvrihi
"
576,"<<na-Beda>Tn-vyApinaH>U vAyoH taTA asya paramAtmanaH
",Vishnupurana,"na Beda vyApinaH vAyoH taTA asya paramAtmanaH
",B-C I-C I-C O O O O,"0,2 Tn|0,3 U","0,2 Tatpurusha|0,3 Tatpurusha","<<na-Beda>Tatpurusha-vyApinaH>Tatpurusha vAyoH taTA asya paramAtmanaH
"
577,"<<eka-svarUpa>K1-BedaH>T6 ca <<<brAhma-karma>K1-Avfti>T6-prajaH>Bs3
",Vishnupurana,"eka svarUpa BedaH ca brAhma karma Avfti prajaH
",B-C I-C I-C O B-C I-C I-C I-C,"0,2 K1|0,3 T6|4,6 K1|4,7 T6|4,8 Bs3","0,2 Tatpurusha|0,3 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha|4,8 Bahuvrihi","<<eka-svarUpa>Tatpurusha-BedaH>Tatpurusha ca <<<brAhma-karma>Tatpurusha-Avfti>Tatpurusha-prajaH>Bahuvrihi
"
578,"<<deva-Adi>Bs6-Bede>T6 apaDvaste na asti eva AvaraRe hi saH
",Vishnupurana,"deva Adi Bede apaDvaste na asti eva AvaraRe hi saH
",B-C I-C I-C O O O O O O O,"0,2 Bs6|0,3 T6","0,2 Bahuvrihi|0,3 Tatpurusha","<<deva-Adi>Bahuvrihi-Bede>Tatpurusha apaDvaste na asti eva AvaraRe hi saH
"
579,"sadA <<eka-rUpa>K1-rUpa>Bs6 vizRave <sarva-jizRave>T6
",Vishnupurana,"sadA eka rUpa rUpa vizRave sarva jizRave
",O B-C I-C I-C O B-C I-C,"1,3 K1|1,4 Bs6|5,7 T6","1,3 Tatpurusha|1,4 Bahuvrihi|5,7 Tatpurusha","sadA <<eka-rUpa>Tatpurusha-rUpa>Bahuvrihi vizRave <sarva-jizRave>Tatpurusha
"
580,"vAsudevAya tArAya <<sarga-sTiti-anta>Di-kAriRe>U
",Vishnupurana,"vAsudevAya tArAya sarga sTiti anta kAriRe
",O O B-C I-C I-C I-C,"2,5 Di|2,6 U","2,5 Dvandva|2,6 Tatpurusha","vAsudevAya tArAya <<sarga-sTiti-anta>Dvandva-kAriRe>Tatpurusha
"
581,"<<eka-aneka>K1-svarUpAya>Bs6 <<sTUla-sUkzma>Ds-Atmane>Bs6 namaH
",Vishnupurana,"eka aneka svarUpAya sTUla sUkzma Atmane namaH
",B-C I-C I-C B-C I-C I-C O,"0,2 K1|0,3 Bs6|3,5 Ds|3,6 Bs6","0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Dvandva|3,6 Bahuvrihi","<<eka-aneka>Tatpurusha-svarUpAya>Bahuvrihi <<sTUla-sUkzma>Dvandva-Atmane>Bahuvrihi namaH
"
582,"<<avyakta-vyakta>Ds-rUpAya>Bs6 vizRave <mukti-hetave>T6
",Vishnupurana,"avyakta vyakta rUpAya vizRave mukti hetave
",B-C I-C I-C O B-C I-C,"0,2 Ds|0,3 Bs6|4,6 T6","0,2 Dvandva|0,3 Bahuvrihi|4,6 Tatpurusha","<<avyakta-vyakta>Dvandva-rUpAya>Bahuvrihi vizRave <mukti-hetave>Tatpurusha
"
583,"<sarga-sTiti-vinASAnAM>Di jagataHyaH jagatmayaH
",Vishnupurana,"sarga sTiti vinASAnAM jagataHyaH jagatmayaH
",B-C I-C I-C O O,"0,3 Di","0,3 Dvandva","<sarga-sTiti-vinASAnAM>Dvandva jagataHyaH jagatmayaH
"
584,"praRamya <<sarva-BUta>K1-sTam>U <a-cyutaM>Bsmn <puruza-uttamam>T7
",Vishnupurana,"praRamya sarva BUta sTam a cyutaM puruza uttamam
",O B-C I-C I-C I-C I-C B-C I-C,"1,3 K1|1,4 U|4,6 Bsmn|6,8 T7","1,3 Tatpurusha|1,4 Tatpurusha|4,6 Bahuvrihi|6,8 Tatpurusha","praRamya <<sarva-BUta>Tatpurusha-sTam>Tatpurusha <a-cyutaM>Bahuvrihi <puruza-uttamam>Tatpurusha
"
585,"<<<<rUpa-varRa>Di-Adi>Bs6-nirdeSa-viSezaRa>Di-vivarjitaH>T3
",Vishnupurana,"rUpa varRa Adi nirdeSa viSezaRa vivarjitaH
",B-C I-C I-C I-C I-C I-C,"0,2 Di|0,3 Bs6|0,5 Di|0,6 T3","0,2 Dvandva|0,3 Bahuvrihi|0,5 Dvandva|0,6 Tatpurusha","<<<<rUpa-varRa>Dvandva-Adi>Bahuvrihi-nirdeSa-viSezaRa>Dvandva-vivarjitaH>Tatpurusha
"
586,"<apakzaya-vinASAByAM>Di <pariRAma-fdDi-janmaBiH>Di
",Vishnupurana,"apakzaya vinASAByAM pariRAma fdDi janmaBiH
",B-C I-C B-C I-C I-C,"0,2 Di|2,5 Di","0,2 Dvandva|2,5 Dvandva","<apakzaya-vinASAByAM>Dvandva <pariRAma-fdDi-janmaBiH>Dvandva
"
587,"tateva sarvamevaetat <<vyakta-avyakta>Di-svarUpa>T6 vat
",Vishnupurana,"tateva sarvamevaetat vyakta avyakta svarUpa vat
",O O B-C I-C I-C O,"2,4 Di|2,5 T6","2,4 Dvandva|2,5 Tatpurusha","tateva sarvamevaetat <<vyakta-avyakta>Dvandva-svarUpa>Tatpurusha vat
"
588,"<praDAna-puruza-avyakta-kAlAnAM>Di paramaM hi yat
",Vishnupurana,"praDAna puruza avyakta kAlAnAM paramaM hi yat
",B-C I-C I-C I-C O O O,"0,4 Di","0,4 Dvandva","<praDAna-puruza-avyakta-kAlAnAM>Dvandva paramaM hi yat
"
589,"<praDAna-puruza-vyakta-kAlAH>Di tu praviBAgaSaH <pra-viBAgaSaH>Tg
",Vishnupurana,"praDAna puruza vyakta kAlAH tu praviBAgaSaH pra viBAgaSaH
",B-C I-C I-C I-C O O B-C I-C,"0,4 Di|6,8 Tg","0,4 Dvandva|6,8 Tatpurusha","<praDAna-puruza-vyakta-kAlAH>Dvandva tu praviBAgaSaH <pra-viBAgaSaH>Tatpurusha
"
590,"rUpARi <<sTiti-sarga-anta>Di-<vyakti-sadBAva>Di-hetavaH>T6
",Vishnupurana,"rUpARi sTiti sarga anta vyakti sadBAva hetavaH
",O B-C I-C I-C I-C I-C I-C,"1,4 Di|1,7 T6|4,6 Di","1,4 Dvandva|1,7 Tatpurusha|4,6 Dvandva","rUpARi <<sTiti-sarga-anta>Dvandva-<vyakti-sadBAva>Dvandva-hetavaH>Tatpurusha
"
591,"praucyate prakftiH sUkzmA nityaM <<sat-asat>Di-Atma-ka>Bs6
",Vishnupurana,"praucyate prakftiH sUkzmA nityaM sat asat Atma ka
",O O O O B-C I-C I-C I-C,"4,6 Di|4,8 Bs6","4,6 Dvandva|4,8 Bahuvrihi","praucyate prakftiH sUkzmA nityaM <<sat-asat>Dvandva-Atma-ka>Bahuvrihi
"
592,"<<Sabda-sparSa>Di-vihInaM>T3 tat <rUpa-AdiBiH>Bs6 <a-saMhitam>Tn
",Vishnupurana,"Sabda sparSa vihInaM tat rUpa AdiBiH a saMhitam
",B-C I-C I-C O B-C I-C B-C I-C,"0,2 Di|0,3 T3|4,6 Bs6|6,8 Tn","0,2 Dvandva|0,3 Tatpurusha|4,6 Bahuvrihi|6,8 Tatpurusha","<<Sabda-sparSa>Dvandva-vihInaM>Tatpurusha tat <rUpa-AdiBiH>Bahuvrihi <a-saMhitam>Tatpurusha
"
593,"<tri-guRaM>Bs6 tat <jagat-yoniH>T6 <an-<Adi-praBava-avyaya>Di>Bs6
",Vishnupurana,"tri guRaM tat jagat yoniH an Adi praBava avyaya
",B-C I-C O B-C I-C B-C I-C I-C I-C,"0,2 Bs6|3,5 T6|5,9 Bs6|6,9 Di","0,2 Bahuvrihi|3,5 Tatpurusha|5,9 Bahuvrihi|6,9 Dvandva","<tri-guRaM>Bahuvrihi tat <jagat-yoniH>Tatpurusha <an-<Adi-praBava-avyaya>Dvandva>Bahuvrihi
"
594,"<<Srotra-Adi>Bs6-budDi>Ds <na-upalaByam>Tn ekaM prADAnikaM brahma pumAntadAAsIt
",Vishnupurana,"Srotra Adi budDi na upalaByam ekaM prADAnikaM brahma pumAntadAAsIt
",B-C I-C I-C B-C I-C O O O O,"0,2 Bs6|0,3 Ds|3,5 Tn","0,2 Bahuvrihi|0,3 Dvandva|3,5 Tatpurusha","<<Srotra-Adi>Bahuvrihi-budDi>Dvandva <na-upalaByam>Tatpurusha ekaM prADAnikaM brahma pumAntadAAsIt
"
595,"<a-vyucCinnaH>Tn tataHtuete <sarga-sTitya-anta-saMyamAH>Di
",Vishnupurana,"a vyucCinnaH tataHtuete sarga sTitya anta saMyamAH
",B-C I-C O B-C I-C I-C I-C,"0,2 Tn|3,7 Di","0,2 Tatpurusha|3,7 Dvandva","<a-vyucCinnaH>Tatpurusha tataHtuete <sarga-sTitya-anta-saMyamAH>Dvandva
"
596,"<sarva-ISa>T6 <<sarva-BUta>K1-Atman>T6 sarva <sarva-ASraya>T6 <na-cyuta>Bsmn
",Vishnupurana,"sarva ISa sarva BUta Atman sarva sarva ASraya na cyuta
",B-C I-C B-C I-C I-C O B-C I-C B-C I-C,"0,2 T6|2,4 K1|2,5 T6|6,8 T6|8,10 Bsmn","0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|6,8 Tatpurusha|8,10 Bahuvrihi","<sarva-ISa>Tatpurusha <<sarva-BUta>Tatpurusha-Atman>Tatpurusha sarva <sarva-ASraya>Tatpurusha <na-cyuta>Bahuvrihi
"
597,"<<vikAsa-aRu>Di-svarUpEH>T6 ca <<brahma-rUpa>T6-AdiBiH>Bs6 taTA
",Vishnupurana,"vikAsa aRu svarUpEH ca brahma rUpa AdiBiH taTA
",B-C I-C I-C O B-C I-C I-C O,"0,2 Di|0,3 T6|4,6 T6|4,7 Bs6","0,2 Dvandva|0,3 Tatpurusha|4,6 Tatpurusha|4,7 Bahuvrihi","<<vikAsa-aRu>Dvandva-svarUpEH>Tatpurusha ca <<brahma-rUpa>Tatpurusha-AdiBiH>Bahuvrihi taTA
"
598,"<visarga-Silpa-gati-ukti>Ds karma tezAM ca kaTyate
",Vishnupurana,"visarga Silpa gati ukti karma tezAM ca kaTyate
",B-C I-C I-C I-C O O O O,"0,4 Ds","0,4 Dvandva","<visarga-Silpa-gati-ukti>Dvandva karma tezAM ca kaTyate
"
599,"<AkASa-vAyu-tejAMsi>Di salilaM pfTivI taTA
",Vishnupurana,"AkASa vAyu tejAMsi salilaM pfTivI taTA
",B-C I-C I-C O O O,"0,3 Di","0,3 Dvandva","<AkASa-vAyu-tejAMsi>Dvandva salilaM pfTivI taTA
"
600,"<<eka-saNGAta>K1-lakzyAH>Bs6 ca samprApyaEkyam <a-SezataH>Bsmn
",Vishnupurana,"eka saNGAta lakzyAH ca samprApyaEkyam a SezataH
",B-C I-C I-C O O B-C I-C,"0,2 K1|0,3 Bs6|5,7 Bsmn","0,2 Tatpurusha|0,3 Bahuvrihi|5,7 Bahuvrihi","<<eka-saNGAta>Tatpurusha-lakzyAH>Bahuvrihi ca samprApyaEkyam <a-SezataH>Bahuvrihi
"
601,"tatra <<a-vyakta>Tn-svarUpaH>Bs6 asO <vyakta-rUpaH>Bs6 <jagat-patiH>T6
",Vishnupurana,"tatra a vyakta svarUpaH asO vyakta rUpaH jagat patiH
",O B-C I-C I-C O B-C I-C B-C I-C,"1,3 Tn|1,4 Bs6|5,7 Bs6|7,9 T6","1,3 Tatpurusha|1,4 Bahuvrihi|5,7 Bahuvrihi|7,9 Tatpurusha","tatra <<a-vyakta>Tatpurusha-svarUpaH>Bahuvrihi asO <vyakta-rUpaH>Bahuvrihi <jagat-patiH>Tatpurusha
"
602,"<garBa-udakaM>Km samudrAHca tasyaAsan sumahAtmanaH <su-mahat-AtmanaH>Bs6
",Vishnupurana,"garBa udakaM samudrAHca tasyaAsan sumahAtmanaH su mahat AtmanaH
",B-C I-C O O O B-C I-C I-C,"0,2 Km|5,8 Bs6","0,2 Tatpurusha|5,8 Bahuvrihi","<garBa-udakaM>Tatpurusha samudrAHca tasyaAsan sumahAtmanaH <su-mahat-AtmanaH>Bahuvrihi
"
603,"tasminaRqeaBavatvipra <sa-<deva-asura-mAnuzAH>Di>Bvs
",Vishnupurana,"tasminaRqeaBavatvipra sa deva asura mAnuzAH
",O B-C I-C I-C I-C,"1,5 Bvs|2,5 Di","1,5 Bahuvrihi|2,5 Dvandva","tasminaRqeaBavatvipra <sa-<deva-asura-mAnuzAH>Dvandva>Bahuvrihi
"
604,"<vAri-vahni-anila-AkASEH>Di tataH <BUta-AdinA>T6 bahiH
",Vishnupurana,"vAri vahni anila AkASEH tataH BUta AdinA bahiH
",B-C I-C I-C I-C O B-C I-C O,"0,4 Di|5,7 T6","0,4 Dvandva|5,7 Tatpurusha","<vAri-vahni-anila-AkASEH>Dvandva tataH <BUta-AdinA>Tatpurusha bahiH
"
605,"<sattva-Bft>U BagavAn vizRuH <<a-prameya>Bsmn-parAkramaH>Bs6
",Vishnupurana,"sattva Bft BagavAn vizRuH a prameya parAkramaH
",B-C I-C O O B-C I-C I-C,"0,2 U|4,6 Bsmn|4,7 Bs6","0,2 Tatpurusha|4,6 Bahuvrihi|4,7 Bahuvrihi","<sattva-Bft>Tatpurusha BagavAn vizRuH <<a-prameya>Bahuvrihi-parAkramaH>Bahuvrihi
"
606,"mEtreya <<a-Kila>Bsmn-BUtAni>K1 Bakzayati <ati-dAruRaH>T2
",Vishnupurana,"mEtreya a Kila BUtAni Bakzayati ati dAruRaH
",O B-C I-C I-C O B-C I-C,"1,3 Bsmn|1,4 K1|5,7 T2","1,3 Bahuvrihi|1,4 Tatpurusha|5,7 Tatpurusha","mEtreya <<a-Kila>Bahuvrihi-BUtAni>Tatpurusha Bakzayati <ati-dAruRaH>Tatpurusha
"
607,"BakzayitvA ca BUtAni jagati <<eka-arRavII>K1-kfte>U
",Vishnupurana,"BakzayitvA ca BUtAni jagati eka arRavII kfte
",O O O O B-C I-C I-C,"4,6 K1|4,7 U","4,6 Tatpurusha|4,7 Tatpurusha","BakzayitvA ca BUtAni jagati <<eka-arRavII>Tatpurusha-kfte>Tatpurusha
"
608,"<<nAga-paryaNka>K6-Sayane>K6 Sete ca <parama-ISvaraH>K1
",Vishnupurana,"nAga paryaNka Sayane Sete ca parama ISvaraH
",B-C I-C I-C O O B-C I-C,"0,2 K6|0,3 K6|5,7 K1","0,2 Tatpurusha|0,3 Tatpurusha|5,7 Tatpurusha","<<nAga-paryaNka>Tatpurusha-Sayane>Tatpurusha Sete ca <parama-ISvaraH>Tatpurusha
"
609,"prabudDaHca punaH sfzwiM karoti <<brahma-rUpa>T6-Dfk>U
",Vishnupurana,"prabudDaHca punaH sfzwiM karoti brahma rUpa Dfk
",O O O O B-C I-C I-C,"4,6 T6|4,7 U","4,6 Tatpurusha|4,7 Tatpurusha","prabudDaHca punaH sfzwiM karoti <<brahma-rUpa>Tatpurusha-Dfk>Tatpurusha
"
610,"<<sfzwi-sTiti-anta>Di-kArin>U <<brahman-vizRu-Siva>Di-Atmi-kA>Bs6
",Vishnupurana,"sfzwi sTiti anta kArin brahman vizRu Siva Atmi kA
",B-C I-C I-C I-C B-C I-C I-C I-C I-C,"0,3 Di|0,4 U|4,7 Di|4,9 Bs6","0,3 Dvandva|0,4 Tatpurusha|4,7 Dvandva|4,9 Bahuvrihi","<<sfzwi-sTiti-anta>Dvandva-kArin>Tatpurusha <<brahman-vizRu-Siva>Dvandva-Atmi-kA>Bahuvrihi
"
611,"saH eva <<sarva-BUta>K1-AtmA>T6 <viSva-rUpaH>Bs6 yataH <na-vyayaH>Bsmn
",Vishnupurana,"saH eva sarva BUta AtmA viSva rUpaH yataH na vyayaH
",O O B-C I-C I-C B-C I-C O B-C I-C,"2,4 K1|2,5 T6|5,7 Bs6|8,10 Bsmn","2,4 Tatpurusha|2,5 Tatpurusha|5,7 Bahuvrihi|8,10 Bahuvrihi","saH eva <<sarva-BUta>Tatpurusha-AtmA>Tatpurusha <viSva-rUpaH>Bahuvrihi yataH <na-vyayaH>Bahuvrihi
"
612,"<<brahmA-Adi>Bs6-avasTABiH>K1 <<na-Seza>Bsmn-mUrtiH>Bs6 vizRuHvarizWaH <vara-daH>U vareRyaH
",Vishnupurana,"brahmA Adi avasTABiH na Seza mUrtiH vizRuHvarizWaH vara daH vareRyaH
",B-C I-C I-C B-C I-C I-C O B-C I-C O,"0,2 Bs6|0,3 K1|3,5 Bsmn|3,6 Bs6|7,9 U","0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Bahuvrihi|3,6 Bahuvrihi|7,9 Tatpurusha","<<brahmA-Adi>Bahuvrihi-avasTABiH>Tatpurusha <<na-Seza>Bahuvrihi-mUrtiH>Bahuvrihi vizRuHvarizWaH <vara-daH>Tatpurusha vareRyaH
"
613,"<nidAGa-<jYAna-dAnAya>T6>T6 tat eva nagaraM yayO
",Vishnupurana,"nidAGa jYAna dAnAya tat eva nagaraM yayO
",B-C I-C I-C O O O O,"0,3 T6|1,3 T6","0,3 Tatpurusha|1,3 Tatpurusha","<nidAGa-<jYAna-dAnAya>Tatpurusha>Tatpurusha tat eva nagaraM yayO
"
614,"<<mahat-bala>K1-parIvAre>Bs6 puraM viSati pArTive
",Vishnupurana,"mahat bala parIvAre puraM viSati pArTive
",B-C I-C I-C O O O,"0,2 K1|0,3 Bs6","0,2 Tatpurusha|0,3 Bahuvrihi","<<mahat-bala>Tatpurusha-parIvAre>Bahuvrihi puraM viSati pArTive
"
615,"dUre sTitaM <mahat-BAgaM>Bs6 <<jana-sammarda>T6-varjakam>U
",Vishnupurana,"dUre sTitaM mahat BAgaM jana sammarda varjakam
",O O B-C I-C B-C I-C I-C,"2,4 Bs6|4,6 T6|4,7 U","2,4 Bahuvrihi|4,6 Tatpurusha|4,7 Tatpurusha","dUre sTitaM <mahat-BAgaM>Bahuvrihi <<jana-sammarda>Tatpurusha-varjakam>Tatpurusha
"
616,"<<kzut-kzAma>Di-kaRWam>Bs7 AyAntam araRyAt <sa-<samit-kuSam>Di>BvS
",Vishnupurana,"kzut kzAma kaRWam AyAntam araRyAt sa samit kuSam
",B-C I-C I-C O O B-C I-C I-C,"0,2 Di|0,3 Bs7|5,8 BvS|6,8 Di","0,2 Dvandva|0,3 Bahuvrihi|5,8 Bahuvrihi|6,8 Dvandva","<<kzut-kzAma>Dvandva-kaRWam>Bahuvrihi AyAntam araRyAt <sa-<samit-kuSam>Dvandva>Bahuvrihi
"
617,"kaTyatAM me <<dvi-ja>U-SrezWa>T7 tvam <aBi-jYaH>Tp mataH mama
",Vishnupurana,"kaTyatAM me dvi ja SrezWa tvam aBi jYaH mataH mama
",O O B-C I-C I-C O B-C I-C O O,"2,4 U|2,5 T7|6,8 Tp","2,4 Tatpurusha|2,5 Tatpurusha|6,8 Tatpurusha","kaTyatAM me <<dvi-ja>Tatpurusha-SrezWa>Tatpurusha tvam <aBi-jYaH>Tatpurusha mataH mama
"
618,"yaH ayaM <gaja-indram>T7 unmattam <<adri-SfNga>T6-samucCritam>K4
",Vishnupurana,"yaH ayaM gaja indram unmattam adri SfNga samucCritam
",O O B-C I-C O B-C I-C I-C,"2,4 T7|5,7 T6|5,8 K4","2,4 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha","yaH ayaM <gaja-indram>Tatpurusha unmattam <<adri-SfNga>Tatpurusha-samucCritam>Tatpurusha
"
